Customer ID,Customer Title,Customer First Name,Customer Middle Name,Customer Last Name,Customer_Segment,Maritial_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Country,Region,State or Province,City,Postal Code,Total_Policy_Amt,Premium_Amt_Paid_TillDate
2837,Doctor.,Leslie,,Hawley,Home Office,Single,Female,2/5/1993,1/1/2013,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2837,HSB_Jewel_02468,60000,Half Yearly,1/1/2013,12/27/2032,7/1/2013,1/1/2014,US,Central,Oklahoma,Tulsa,74133,400000,60000
2030,Dr.,Lindsay,,O'Connell,Corporate,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2030,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S.A,Central,Texas,Greenville,75401,500000,60000
2432,Dr.,Lindsay,,Tate,Consumer,Single,Female,2/5/1994,12/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_2432,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2010,12/27/2033,3/31/2014,9/25/2014,US,Central,Oklahoma,Midwest City,73110,500000,60000
2992,Professor,Lindsay,,Webb,Home Office,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_2992,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,U.S.A,Central,Wisconsin,Sheboygan,53081,500000,60000
2380,Professor,Lisa,,Branch,Small Business,Single,Female,2/5/1997,12/31/2013,,13579,Mediclaim,Related to Life or Personal Claim,13579_2380,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2013,12/27/2036,3/31/2017,9/25/2017,USA,Central,Michigan,Grand Rapids,49505,500000,60000
190,Mister.,Lloyd,,Norris,Corporate,Single,Female,2/5/1997,12/31/2013,,13579,Mediclaim,Related to Life or Personal Claim,13579_190,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2013,12/27/2036,3/31/2017,9/25/2017,US,Central,Illinois,Arlington Heights,60004,500000,60000
190,Mister.,Lloyd,,Norris,Corporate,Single,Female,2/5/1997,12/31/2013,,13579,Mediclaim,Related to Life or Personal Claim,13579_190,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2013,12/27/2036,3/31/2017,9/25/2017,US,Central,Illinois,Arlington Heights,60004,500000,60000
1005,Dr.,Lloyd,,Dickson,Small Business,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_1005,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S.A,Central,Illinois,Buffalo Grove,60089,500000,60000
2979,Prof.,Lloyd,,Dolan,Corporate,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_2979,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,United States Of America,Central,North Dakota,Dickinson,58601,500000,60000
1986,Professor,Lynda,,Rosenthal,Home Office,Single,Female,2/5/1990,1/1/2010,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1986,HSB_Jewel_02468,60000,Half Yearly,1/1/2010,12/27/2029,7/1/2010,1/1/2011,United States Of America,Central,Texas,Midland,79701,400000,60000
2713,Prof.,Lynda,,Banks,Corporate,Single,Female,12/7/1986,12/31/2003,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2713,HSB_Auto_98765,2000,Monthly,12/31/2003,12/27/2026,1/31/2007,2/28/2007,U.S,Central,Michigan,Kalamazoo,49001,200000,72000
1686,Doctor.,Lynn,,O'Donnell,Corporate,Single,Female,12/7/1996,12/31/2013,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1686,HSB_Auto_98765,2000,Monthly,12/31/2013,12/27/2036,1/31/2017,2/28/2017,United States Of America,Central,Illinois,Elgin,60123,200000,72000
885,Doctor.,Malcolm,,Robertson,Corporate,Single,Female,12/7/1990,12/31/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_885,HSB_Auto_98765,2000,Monthly,12/31/2007,12/27/2030,1/31/2011,2/28/2011,USA,Central,Texas,Amarillo,79109,200000,72000
1138,Prof.,Malcolm,,Floyd,Home Office,Single,Female,12/7/1988,12/31/2005,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1138,HSB_Auto_98765,2000,Monthly,12/31/2005,12/27/2028,1/31/2009,2/28/2009,US,Central,Texas,The Colony,75056,200000,72000
2072,Professor,Malcolm,S,Lanier,Corporate,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_2072,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,U.S.A,Central,Michigan,Flint,48505,500000,60000
1357,Dr.,Marguerite,,Yu,Home Office,Single,Female,2/5/1994,1/1/2014,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1357,HSB_Jewel_02468,60000,Half Yearly,1/1/2014,12/27/2033,7/1/2014,1/1/2015,USA,Central,Texas,Weslaco,78596,400000,60000
2874,Dr.,Marian,,Willis,Home Office,Single,Female,2/5/1994,1/1/2014,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2874,HSB_Jewel_02468,60000,Half Yearly,1/1/2014,12/27/2033,7/1/2014,1/1/2015,US,Central,Nebraska,La Vista,68128,400000,60000
2061,Prof.,Marianne,,Carey,Corporate,Single,Female,12/7/1986,12/31/2003,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2061,HSB_Auto_98765,2000,Monthly,12/31/2003,12/27/2026,1/31/2007,2/28/2007,United States Of America,Central,Nebraska,North Platte,69101,200000,72000
3179,Prof.,Marie,,Pittman,Corporate,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_3179,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,USA,Central,Minnesota,Owatonna,55060,500000,60000
916,Doctor.,Marion,,Wilcox,Corporate,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_916,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S.A,Central,Texas,Burleson,76028,500000,60000
1133,Dr.,Marjorie,,Owens,Home Office,Single,Female,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_1133,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,USA,Central,Texas,Farmers Branch,75234,500000,60000
518,Mister.,Mark,,Ritchie,Home Office,Single,Female,12/7/1992,12/31/2009,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_518,HSB_Auto_98765,2000,Monthly,12/31/2009,12/27/2032,1/31/2013,2/28/2013,United States Of America,Central,Missouri,Clayton,63105,200000,72000
1775,Doctor.,Marlene,,Kirk,Consumer,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_1775,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,U.S.A,Central,Indiana,South Bend,46614,500000,60000
2274,Dr.,Marlene,,Harrison,Corporate,Single,Female,12/7/1996,12/31/2013,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2274,HSB_Auto_98765,2000,Monthly,12/31/2013,12/27/2036,1/31/2017,2/28/2017,US,Central,Texas,Houston,77036,200000,72000
825,Doctor.,Marvin,,Hunt,Home Office,Single,Female,2/5/1988,12/30/2004,,13579,Mediclaim,Related to Life or Personal Claim,13579_825,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2004,12/27/2027,3/30/2008,9/24/2008,United States Of America,Central,Texas,Abilene,79605,500000,60000
2190,Prof.,Marvin,,Patrick,Home Office,Single,Female,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2190,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,US,Central,Michigan,Detroit,48227,400000,60000
2372,Doctor.,Marvin,,Parrott,Corporate,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_2372,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S,Central,Minnesota,Duluth,55803,500000,60000
3399,Doctor.,Marvin,,Reid,Small Business,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_3399,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S,Central,Illinois,Des Plaines,60016,500000,60000
2131,Doctor.,Mary,,Hewitt,Home Office,Single,Female,12/7/1995,12/31/2012,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2131,HSB_Auto_98765,2000,Monthly,12/31/2012,12/27/2035,1/31/2016,2/28/2016,USA,Central,Missouri,Gladstone,64118,200000,72000
1894,Doctor.,Maureen,Herbert,Hood,Consumer,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1894,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,United States Of America,Central,Wisconsin,Appleton,54915,500000,60000
3146,Professor,Maureen,,Stout,Corporate,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_3146,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,U.S.A,Central,Texas,Pharr,78577,500000,60000
97,Mrs.,Max,,McKenna,Home Office,Single,Female,2/5/1990,1/1/2010,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_97,HSB_Jewel_02468,60000,Half Yearly,1/1/2010,12/27/2029,7/1/2010,1/1/2011,U.S,Central,Kansas,Manhattan,66502,400000,60000
97,Mrs.,Max,,McKenna,Home Office,Single,Female,2/5/1990,1/1/2010,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_97,HSB_Jewel_02468,60000,Half Yearly,1/1/2010,12/27/2029,7/1/2010,1/1/2011,U.S,Central,Kansas,Manhattan,66502,400000,60000
202,Mr.,Max,,Small,Corporate,Single,Female,2/5/1992,12/30/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_202,HSB_Jewel_02468,60000,Half Yearly,12/30/2011,12/27/2031,6/30/2012,12/31/2012,United States Of America,Central,Oklahoma,Bartlesville,74006,400000,60000
1106,Dr.,Maxine,Collier,Grady,Consumer,Single,Female,12/7/1994,12/31/2011,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1106,HSB_Auto_98765,2000,Monthly,12/31/2011,12/27/2034,1/31/2015,2/28/2015,US,Central,Texas,Dallas,75220,200000,72000
2333,Dr.,Megan,,Woods,Small Business,Single,Female,12/7/1995,12/31/2012,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2333,HSB_Auto_98765,2000,Monthly,12/31/2012,12/27/2035,1/31/2016,2/28/2016,USA,Central,Wisconsin,Green Bay,54302,200000,72000
1893,Prof.,Melanie,,Burgess,Consumer,Single,Female,12/7/1997,12/31/2014,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1893,HSB_Auto_98765,2000,Monthly,12/31/2014,12/27/2037,1/31/2018,2/28/2018,USA,Central,Missouri,Webster Groves,63119,200000,72000
2448,Doctor.,Melanie,,Morrow,Consumer,Single,Female,2/5/1987,12/31/2003,,13579,Mediclaim,Related to Life or Personal Claim,13579_2448,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2003,12/27/2026,3/31/2007,9/25/2007,USA,Central,Minnesota,Edina,55410,500000,60000
2151,Prof.,Melinda,,Rogers,Corporate,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_2151,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S,Central,Iowa,Dubuque,52001,500000,60000
721,Prof.,Melvin,,Duke,Corporate,Single,Female,2/5/1996,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_721,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2035,3/30/2016,9/24/2016,United States Of America,Central,Indiana,Frankfort,46041,500000,60000
1132,Doctor.,Michael,,Robbins,Corporate,Single,Female,2/5/1991,1/1/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1132,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,U.S.A,Central,Texas,Euless,76039,400000,60000
1482,Doctor.,Michael,,Tanner,Corporate,Single,Female,12/7/1993,12/31/2010,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1482,HSB_Auto_98765,2000,Monthly,12/31/2010,12/27/2033,1/31/2014,2/28/2014,USA,Central,Michigan,Bay City,48708,200000,72000
233,Mr.,Michele,,Bullard,Small Business,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_233,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,US,Central,Illinois,Orland Park,60462,500000,60000
2379,Dr.,Mildred,,Briggs,Small Business,Single,Female,2/5/1997,12/31/2013,,13579,Mediclaim,Related to Life or Personal Claim,13579_2379,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2013,12/27/2036,3/31/2017,9/25/2017,U.S.A,Central,Michigan,Garden City,48135,500000,60000
1777,Professor,Miriam,,Greenberg,Corporate,Single,Female,12/7/1994,12/31/2011,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1777,HSB_Auto_98765,2000,Monthly,12/31/2011,12/27/2034,1/31/2015,2/28/2015,United States Of America,Central,Indiana,Valparaiso,46383,200000,72000
2281,Professor,Monica,,Harvey,Home Office,Single,Female,2/5/1997,7/1/2016,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2281,HSB_Jewel_02468,60000,Half Yearly,7/1/2016,12/27/2036,7/1/2017,1/1/2018,U.S,Central,Wisconsin,Eau Claire,54703,400000,120000
3230,Doctor.,Monica,,Stuart,Small Business,Single,Female,2/5/1992,12/30/2008,,13579,Mediclaim,Related to Life or Personal Claim,13579_3230,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2008,12/27/2031,3/30/2012,9/24/2012,USA,Central,Wisconsin,Waukesha,53186,500000,60000
2283,Doctor.,Nancy,,Holden,Home Office,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_2283,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,USA,Central,Wisconsin,Franklin,53132,500000,60000
2987,Doctor.,Natalie,,Watts,Home Office,Single,Female,2/5/1996,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_2987,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2035,3/30/2016,9/24/2016,US,Central,Iowa,West Des Moines,50265,500000,60000
3124,Doctor.,Neil,,Barbee,Home Office,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_3124,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,U.S,Central,Illinois,Moline,61265,500000,60000
3143,Dr.,Neil,,Song,Consumer,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_3143,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S,Central,Texas,Pflugerville,78660,500000,60000
2423,Dr.,Nicholas,,Wallace,Home Office,Single,Female,2/5/1986,1/1/2006,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2423,HSB_Jewel_02468,60000,Half Yearly,1/1/2006,12/27/2025,7/1/2006,1/1/2007,U.S,Central,Texas,Hurst,76053,400000,60000
1533,Professor,Nicole,,Reid,Corporate,Single,Female,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_1533,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,United States Of America,Central,Missouri,University City,63130,500000,60000
1648,Dr.,Nina,,Bowles,Corporate,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1648,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S,Central,Illinois,Woodstock,60098,500000,60000
2204,Prof.,Oscar,,Ford,Consumer,Single,Female,12/7/1989,12/31/2006,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2204,HSB_Auto_98765,2000,Monthly,12/31/2006,12/27/2029,1/31/2010,2/28/2010,United States Of America,Central,Minnesota,Burnsville,55337,200000,72000
3361,Professor,Oscar,,Kenney,Home Office,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_3361,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,United States Of America,Central,Wisconsin,West Bend,53095,500000,60000
1743,Prof.,Paige,,Jacobs,Consumer,Single,Female,2/5/1994,1/1/2014,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1743,HSB_Jewel_02468,60000,Half Yearly,1/1/2014,12/27/2033,7/1/2014,1/1/2015,U.S.A,Central,Texas,Friendswood,77546,400000,60000
62,Mrs.,Pam,,Gilbert,Corporate,Single,Female,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_62,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,United States Of America,Central,Texas,Round Rock,78664,500000,60000
62,Mrs.,Pam,,Gilbert,Corporate,Single,Female,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_62,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,United States Of America,Central,Texas,Round Rock,78664,500000,60000
1069,Dr.,Pam,,Bennett,Home Office,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_1069,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S,Central,Illinois,Carbondale,62901,500000,60000
2305,Prof.,Pat,,Kinney,Small Business,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_2305,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S,Central,South Dakota,Watertown,57201,500000,60000
288,Mrs,Patricia,Cole,Blair,Small Business,Single,Female,2/5/1991,1/1/2011,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_288,HSB_Jewel_02468,60000,Half Yearly,1/1/2011,12/27/2030,7/1/2011,1/1/2012,US,Central,Kansas,Wichita,67212,400000,60000
1229,Doctor.,Patrick,,Byrne,Small Business,Single,Female,2/5/1995,1/1/2015,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1229,HSB_Jewel_02468,60000,Half Yearly,1/1/2015,12/27/2034,7/1/2015,1/1/2016,US,Central,Texas,Sulphur Springs,75482,400000,60000
1623,Prof.,Patrick,,Adcock,Small Business,Single,Female,2/5/1994,12/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_1623,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2010,12/27/2033,3/31/2014,9/25/2014,United States Of America,Central,Indiana,Schererville,46375,500000,60000
1368,Doctor.,Patsy,,Harmon,Consumer,Single,Female,2/5/1986,12/31/2002,,13579,Mediclaim,Related to Life or Personal Claim,13579_1368,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2002,12/27/2025,3/31/2006,9/25/2006,U.S,Central,Texas,Lufkin,75901,500000,60000
1281,Dr.,Pauline,,Denton,Small Business,Single,Female,2/5/1996,12/30/2015,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_1281,HSB_Jewel_02468,60000,Half Yearly,12/30/2015,12/27/2035,6/30/2016,12/31/2016,United States Of America,Central,Indiana,Vincennes,47591,400000,60000
551,Professor,Peggy,,Chan,Corporate,Single,Female,2/5/1986,12/31/2002,,13579,Mediclaim,Related to Life or Personal Claim,13579_551,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2002,12/27/2025,3/31/2006,9/25/2006,USA,Central,Texas,Sherman,75090,500000,60000
3008,Professor,Penny,,Rich,Home Office,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_3008,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S,Central,Minnesota,Minnetonka Mills,55343,500000,60000
2132,Dr.,Philip,,Hawkins,Home Office,Single,Female,2/5/1988,12/30/2007,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_2132,HSB_Jewel_02468,60000,Half Yearly,12/30/2007,12/27/2027,6/30/2008,12/31/2008,United States Of America,Central,Missouri,Hazelwood,63042,400000,60000
3000,Doctor.,Priscilla,,Allen,Consumer,Single,Female,2/5/1995,12/31/2011,,13579,Mediclaim,Related to Life or Personal Claim,13579_3000,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2011,12/27/2034,3/31/2015,9/25/2015,United States Of America,Central,Michigan,Pontiac,48342,500000,60000
1765,Professor,Ralph,Woods,Scott,Consumer,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1765,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,US,Central,Missouri,Creve Coeur,63141,500000,60000
1127,Dr.,Ray,,Grady,Consumer,Single,Female,2/5/1996,12/30/2012,,13579,Mediclaim,Related to Life or Personal Claim,13579_1127,HSB_Lifeclaim_13579,5000,Quarterly,12/30/2012,12/27/2035,3/30/2016,9/24/2016,United States Of America,Central,Texas,Eagle Pass,78852,500000,60000
1778,Prof.,Ray,,Oakley,Consumer,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_1778,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,US,Central,Indiana,West Lafayette,47906,500000,60000
1418,Dr.,Rebecca,,Lindsey,Small Business,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_1418,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S,Central,Indiana,Kokomo,46901,500000,60000
1692,Professor,Rhonda,,Schroeder,Consumer,Single,Female,2/5/1989,12/31/2005,,13579,Mediclaim,Related to Life or Personal Claim,13579_1692,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2005,12/27/2028,3/31/2009,9/25/2009,U.S,Central,Kansas,Newton,67114,500000,60000
2472,Dr.,Ricky,,Sanders,Home Office,Single,Female,2/5/1998,12/31/2014,,13579,Mediclaim,Related to Life or Personal Claim,13579_2472,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2014,12/27/2037,3/31/2018,9/25/2018,USA,Central,Illinois,Joliet,60432,500000,60000
1974,Doctor.,Robert,,Brantley,Consumer,Single,Female,2/5/1990,12/31/2006,,13579,Mediclaim,Related to Life or Personal Claim,13579_1974,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2006,12/27/2029,3/31/2010,9/25/2010,U.S.A,Central,Michigan,Dearborn Heights,48127,500000,60000
2865,Doctor.,Roberta,,Mitchell,Corporate,Single,Female,2/5/1997,12/31/2013,,13579,Mediclaim,Related to Life or Personal Claim,13579_2865,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2013,12/27/2036,3/31/2017,9/25/2017,United States Of America,Central,Texas,Paris,75460,500000,60000
646,Prof.,Robin,,High,Corporate,Single,Female,12/7/1985,12/31/2002,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_646,HSB_Auto_98765,2000,Monthly,12/31/2002,12/27/2025,1/31/2006,2/28/2006,U.S.A,Central,Minnesota,Shakopee,55379,200000,72000
1442,Professor,Rodney,,Field,Corporate,Single,Female,12/7/1990,12/31/2007,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1442,HSB_Auto_98765,2000,Monthly,12/31/2007,12/27/2030,1/31/2011,2/28/2011,U.S,Central,Missouri,Springfield,65807,200000,72000
388,Mr.,Roger,,Schwartz,Corporate,Single,Female,2/5/1996,12/30/2015,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_388,HSB_Jewel_02468,60000,Half Yearly,12/30/2015,12/27/2035,6/30/2016,12/31/2016,U.S,Central,Nebraska,Kearney,68847,400000,60000
649,Dr.,Roger,,Meyer,Home Office,Single,Female,2/5/1994,12/31/2010,,13579,Mediclaim,Related to Life or Personal Claim,13579_649,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2010,12/27/2033,3/31/2014,9/25/2014,United States Of America,Central,Illinois,Buffalo Grove,60089,500000,60000
1593,Dr.,Ronald,,O'Neill,Corporate,Single,Female,2/5/1987,12/31/2003,,13579,Mediclaim,Related to Life or Personal Claim,13579_1593,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2003,12/27/2026,3/31/2007,9/25/2007,U.S.A,Central,Oklahoma,Bartlesville,74006,500000,60000
266,Mrs,Ross,,Frederick,Corporate,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_266,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,USA,Central,Texas,San Antonio,78207,500000,60000
314,Mrs,Ruby,,Gibbons,Corporate,Single,Female,2/5/1991,12/31/2007,,13579,Mediclaim,Related to Life or Personal Claim,13579_314,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2007,12/27/2030,3/31/2011,9/25/2011,U.S,Central,Illinois,Forest Park,60130,500000,60000
1142,Doctor.,Russell,,Chan,Home Office,Single,Female,2/5/1993,12/31/2009,,13579,Mediclaim,Related to Life or Personal Claim,13579_1142,HSB_Lifeclaim_13579,5000,Quarterly,12/31/2009,12/27/2032,3/31/2013,9/25/2013,U.S,Central,Texas,Waco,76706,500000,60000
540,Miss.,Ruth,,Lamm,Small Business,Single,Female,2/5/1997,7/1/2016,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_540,HSB_Jewel_02468,60000,Half Yearly,7/1/2016,12/27/2036,7/1/2017,1/1/2018,U.S,Central,Illinois,Vernon Hills,60061,400000,120000
2289,Dr.,Ryan,,Herman,Home Office,Single,Female,12/7/1986,12/31/2003,,98765,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2289,HSB_Auto_98765,2000,Monthly,12/31/2003,12/27/2026,1/31/2007,2/28/2007,United States Of America,Central,Minnesota,Burnsville,55337,200000,72000
959,Prof.,Sally,,House,Corporate,Single,Female,2/5/1989,1/1/2009,,12468,Mortgages,"Related to Ornaments, Property Claim",02468_959,HSB_Jewel_02468,60000,Half Yearly,1/1/2009,12/27/2028,7/1/2009,1/1/2010,US,Central,Texas,Burleson,76028,400000,60000
